Unnamed: 0,title,content,source,url
68,13,"Tha hương giữa làng xóm
Đơn côi ngay nhà mình",,https://www.thivien.net/Nguy%E1%BB%85n-Ng%E1%BB%8Dc-O%C3%A1nh/13/poem-AkIES4QkWXAZE9ywNZrmFg
69,14,"Sân thượng khóm hồng nở
Lưng trời trăng toả hương",,https://www.thivien.net/Nguy%E1%BB%85n-Ng%E1%BB%8Dc-O%C3%A1nh/14/poem-qs4oLi6iZo65_KCutxJR-w
70,15,"Mái gà vừa đẻ trứng
Tiếng cục tác lăn tròn",,https://www.thivien.net/Nguy%E1%BB%85n-Ng%E1%BB%8Dc-O%C3%A1nh/15/poem-MY7_YuTVJB2yuG3L1ZiEUg
71,18,"Ngọn gió cần bầu trời
Con dơi mong bóng tối",,https://www.thivien.net/Nguy%E1%BB%85n-Ng%E1%BB%8Dc-O%C3%A1nh/18/poem-663XYZnrZFusWXUJyBEHfg
72,18,"Đám cháy ở sau lưng
ở trước mặt
Than ôi mày chạy đâu
Dưới vòm trời quen thuộc
Đốt bao nhiêu cỏ mật
Không bay mùi thơm tho
Càng hun càng đỏ mắt
Quay về thung lũng cò.","Những tác phẩm Hương cỏ mật, Vòm trời quen thuộc, Đám cháy trước mặt của nhà văn Đỗ Chu.",https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/18/poem-6zXEkwLWFaquCeSg_5Gspw
73,2,"Tự ngày xửa ngày xưa
Hàng mấy ngàn năm trước
Có vị thần làm vua
Đứng đầu trong xứ Lạc

Dưới một vầng trán cao
Chếch đôi mày lưỡi mác
Có cả hai ngôi sao
Toả sáng từ đáy mắt

Mỗi bước chân rẽ nước
Chói một vòng hào quang
Lấp lánh trên áo giáp
Những vẩy bạc, vẩy vàng

Thấy vua có mình rồng
Lại tài đi dưới nước
Dân gọi ""Lạc Long Quân""
(Hay Vua Rồng xứ Lạc)",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Bao/2/poem-byePEmZ2L0hgEjQO1qx_hg
74,3,"Lòng vua rất thương dân
Làm ăn bao vất vả:
Núi cao đầy thú rừng
Biển sâu trào sóng cả!

Người bắt ốc ven sông
Kẻ vào rừng đào củ
Chênh vênh những nhà sàn
Đêm nghe gầm tiếng hổ

Ăn quả rừng thay cơm
Bột báng hoà nấu cháo
Bện cỏ làm chiếu chăn
Tước vỏ cây dệt áo

Rừng núi dày lau sậy
Cỏ mọc kín đồi nương
Thác lũ tràn cuốn chảy
Bùn ngập những bãi hoang...

Vua nghĩ ngợi bao ngày
Thương nhân dân nghèo đói
Nào phải xứ Lạc này
Đất nuôi người không nổi!

- Nhưng vì đâu, vì đâu
Dân ta còn chịu khổ?
Câu hỏi xoáy trong đầu
Bao đêm dài không ngủ

Thế rồi một buổi sáng
Ngựa đã thắng yên cương
Thăm nhân dân sinh sống
Vua cùng quân lên đường",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Bao/3/poem-3nq6xlPnw-kZo5LfF_ET_Q
75,37,"Mùa thu chỉ có lá
Em không nghe rừng thu
Rừng mưa to gió cả
Em thích nghe mùa xuân
Con nai vàng ngơ ngác
Nó ca bài cải lương.",Hai câu “Em không nghe mùa thu” và “Con nai vàng ngơ ngác” trong bài thơ Tiếng thu của Lưu Trọng Lư.,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/37/poem-gpt5Oj2aIR64mqtulAy9yg
76,376,"Hoa đẹp vì sẽ tàn
Tình đẹp vì sẽ tan
Lệ xanh rơi từng đoạn
Đời đẹp những trái ngang",,https://www.thivien.net/H%C3%A0-V%C4%83n-K%E1%BB%B3/376/poem-MsIVMHOCCagfVDZqR1dpyw
77,38,"Một
Cuộc chiến tranh đi qua
Rồi trở lại ngôi nhà
Đốt lên ngọn lửa ấm
Ngủ ngon a kai ơi
Ngủ ngon a kai à...",Tác phẩm Mặt đường khát vọng của nhà thơ Nguyễn Khoa Điềm,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/38/poem-wiIt2mvpmjf0G-oL7NnQsA
78,4,"Đến một chiều mù sương
Mặt trời tà sau núi
Vua tới bên cửa rừng
Nơi ánh đèn le lói

Ôm con trong bóng tối
Người mẹ cúi gục đầu
Vai gầy xoà tóc rối
Tiếng nấc nghẹn thương đau...

Vua ân cần hỏi chuyện
Người mẹ kể đầu đuôi:
- ""Chồng đến phiên nộp mạng
Cho quỷ ăn thịt rồi!

Xưa vốn ở chốn đây
Có một cây cổ thụ
Lá che rợp mặt trời
Nhưng bão rừng cuốn đổ

Từ gốc nhà mọt ruỗng
Hoá thành giống Mộc Tinh
Bắt người ăn thịt sống
Gây bao nỗi khiếp kinh...""

Nghĩ thương dân đau khổ
Vua tìm đến cánh rừng
Nơi có cây cổ thụ
Quyết diệt mối hoạ chung

Thấy kiếm loé hào quang
Sáng đỉnh rừng, măt suối
Mộc Tinh đã vội vàng
Lẩn mình vào bóng tối

Lúc biến thành cây rừng
Khi hoá làm vách núi
Săn đuổi mấy tháng ròng
Chân Long Quân chẳng mỏi

Vừa trọn một năm sau
Thêm vua cha giúp sức
Dân khắp miền kéo vào
Quanh khu rừng khép chặt

Như một cơn gió lốc
Cuồn cuộn giữa rừng cây
Mộc Tinh nào trốn thoát
Giữa trùng trùng lưới vây

Cây rung lá ào ào
Trận cuối cùng quyết liệt
Mộc Tinh hết phép màu
Phải cúi đầu khuất phục!

Nhờ diệt tan ác quỷ
Đồi núi lại yên lành
Kẻ làm nương, hái củi
Tiếng người rộn rừng xanh",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Bao/4/poem-tPqMbf6wW5QHIKcR_v3cjw
79,5,"Dân đất rừng vui sống
Long Quân tạm yên lòng
Vua lại lên mình ngựa
Xuôi theo những dòng sông...

Vừa đến đất Long Biên
Dừng chân bờ sông Cái
Nghe đồn chuyện Ly Tinh
Dân khắp vùng sợ hãi

Ly Tinh có chín đuôi
(Cáo già nghìn tuổi lẻ)
Lúc hoá phép làm người
Lúc biến thành ma quỷ...

Bắt dân nhốt hang sâu
Đột lốtt người trà trộn
Gây bao nỗi khổ đau
Dân bỏ làng chạy trốn

Lau sậy chen bờ hoang
Đất phù sa màu mỡ
Mà cỏ ngập đồng làng
Vì không người cày vỡ

Khi Long Quân đến nơi
Xông thẳng vào hang núi
Ly Tinh thấy bóng người
Nhe nanh dài chồm tới

Nhưng dẫu nghìn phép lạ
Vẫn thua mũi kiếm thần
Chém nát đầu ác thú
Vua đạp xác dưới chân

Long Quân truyền lệnh gấp
Cứu bao người bị giam
Đoạn tháo sông tràn ngập
Nước mạnh lùa cửa hang

Ào ào dòng sông Cái
Chảy xiết mấy đêm ròng
Núi cuốn theo nước xoáy
Thành mặt hồ mênh mông

Và vùng đất ven hồ
Xưa lút đầu cỏ dại
Giờ bay mỏi cánh cò
Trên màu xanh lúa trải

Bãi lầy thành vườn tược
Quá chín trĩu cành sây
Làng Hồ soi bóng nước
Lồng lộng mặt hồ Tây...",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Bao/5/poem-db6lbOWdxpVGKmxt8Y4AVw
80,6,"Diệt xong Cáo chín đuôi
Rời đồng bằng yên tĩnh
Vua đi tiếp về xuôi
Nơi rì rầm sóng biển

Nhà vua dừng ngựa lại
Một chiều bên biển Đông
Tiếng khóc đâu vẳng tới
Khiến Long Quân chạnh lòng

Kìa xa trên bãi cát
Dân chài đứng xúm đông
Quanh xác thuyền sóng giạt
Giữa một ngày trời trong

Gạt nước mắt tuôn ròng
Một ông già kể lại
Những đau khổ xé lòng
Để vua hay mọi nỗi

- ""Chúng tôi dân chài lưới
Sống dựa vào biển khơi
Ngày biển lành sóng lặng
Mà chết oan bao người!

Con cả đã ra khơi
Đi rồi không trở lại!
Nay còn đứa cháu trai
Xác cũng không được thấy!

Cả một vùng duyên hải
Bao vợ trẻ mất chồng
Bao con thơ mất bố
Nước mắt đầy biển Đông...""

Ông già chỉ tay ra
Eo biển bên vách núi:
- ""Kẻ thù nào đâu xa
Chính nó còn ở đấy!

Tên nó là Ngư Tinh
Vốn thuộc loài cá dữ
Sống ở đây bao đời
Không ai còn nhớ nữa

Thân dài mấy con sào
Da mốc màu đá xám
Hai con mắt đỏ ngầu
Hằn những tia lửa giận

Răng sắc mũi dao mài
Miệng sâu như đáy vực
Nuốt năm, bảy mạng người
Ngư Tinh chưa thoả sức!

Dọc ngang trên mặt sóng
Khắp một vùng biển xanh
Giở trăm, ngàn phép quỷ
Hãm lại những dân lành

Nó lao mình, xé nước
Sóng cao vượt mái nhà
Mặt biển xanh nhàu nát
Trong gió giật, mưa sa

Gặp bóng thuyền ra khơi
Vội quẫy đuôi dậy sóng
Thuyền đắm, xác dân chài
Thành mồi ngon căng bụng

Chuyến thuyền về chiều nay
Mất cả người lẫn cá
Sóng đánh giạt vào đây
Mảnh ván thuyền nát vỡ!""

Nghe ông già kể xong
Long Quân bao căm uất
Thương dân, đau quặn lòng
Vua quyết trừ quái vật!",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Bao/6/poem-M4Fyj1emrqSmc3zJaz-UaA
81,63,"Nhen lên một
Mong soi gương mặt người
Bỗng cơn giông nổi dậy
Mây che một khung trời

Đất sau mưa hỡi đất
Màu mỡ trôi về đâu
Còn trơ chiếc guốc võng
Trăng mài mòn canh thâu.",Bếp lửa là tên bài thơ của nhà thơ Bằng Việt.,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/63/poem-0gB2QPxg08t-iohUs4I3NA
82,7.000 đêm còn lại,"Ta có bảy ngàn đêm
Ngủ trên miền đất mẹ
Qua một thời thơ bé
Nghe “đại bác ru đêm”

Ta có bảy ngàn đêm
Chưa yên vui giấc ngủ
Bởi năm dài khoai củ
Áo rách lạnh từng đêm

Em thêm bảy ngàn đêm
Lìa xa miền yêu dấu
Tìm về nơi nương náu
Mang đời đổi thay tên

Anh thêm bảy ngàn đêm
Trôi trên miền yêu dấu
Như thuyền không bến đậu
Theo ngày dài buồn tênh!

Ta còn bảy ngàn đêm
Nếu mà còn có thể
Mình yêu nhau em nhé
Cho đời ý nghĩa thêm

Ta còn bảy ngàn đêm
Dù môi khô bạc tóc
Nhưng xin em đừng khóc
Anh sẽ về với em…",2014,https://www.thivien.net/Minh-S%C6%A1n-L%C3%AA/7-000-%C4%91%C3%AAm-c%C3%B2n-l%E1%BA%A1i/poem-QOTPRMr-eVUl27ehDP6hTg
83,75,"Ôi thằng
Đi phỏng vấn Chí Phèo
Lão chết từ tám hoánh
Đời mày vẫn gieo neo

Còn cái lão Bá Kiến
Đục bản in thơ mày
Bao giờ mày say rượu
Bao giờ thì ra tay.",,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/75/poem-rYWGbQo1lS_p0M3lVv0bEQ
84,9 phút tấn công,"9 giờ 50 phút
Ngày 15 tháng mười
Anh đi ra sân bắn
Trắng trong quần áo trắng

Thời gian cứ trôi nhanh
Từng giây như thúc giục
Tâm trí anh dồn dập
Trận tấn công cuối cùng

Đôi mắt anh chan chứa
Một tình yêu nồng nàn
Yêu quê hương xứ sở
Yêu tổ quốc Việt Nam
Cháy lên như ngọn lửa
Đốt trụi cả loài gian
Ôi tương lai rực rỡ
Trong một ánh hào quang

Giọng nói anh dâng cao
Một niềm tin mãnh liệt
Tin đồng chí đồng bào
Tin Bác Hồ tha thiết
Mạnh như ngọn sóng trào
Nhận chìm bầy rắn rết
Mang sức sống tự hào
Vượt qua đầu cái chết

9 giờ 59 phút
Ngày 15 tháng mười
Trong 9 phút ngắn ngủi
Anh đã thắng quân thù
Hình ảnh Nguyễn Văn Trỗi
Thành cờ mọc khắp nơi
Hãy nhớ lấy lời tôi
Thành tiếng ca muôn đời","8-11-1964

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/T%E1%BA%BF-Hanh/9-ph%C3%BAt-t%E1%BA%A5n-c%C3%B4ng/poem-b1TOfpmE54VbCAcwUGUx0g
85,Ai (II),"Ai nhẹ bước chân xưa,
trong tuyệt mù khát vọng?
Ai nặng gót tiễn đưa,
trong hoang vu nỗi ngóng?",,https://www.thivien.net/%C4%90%E1%BB%97-Qu%E1%BA%A3ng-H%C3%A0n/Ai-II/poem-gp3MctpdSCEIjoLRVKapRw
86,Ai bày đặt chiều nay?,"Ai bày đặt chiều nay
Xui nên điều gặp gỡ
Dưới vòm xanh tán cây
Trong căn nhà lá, nứa?

Dưới dàn hoa tím, đỏ
Trong ngào ngạt hương thơm
Như là câu chuyện cổ
Của mối tinh duyên tiên...

Ai bày đặt chiều nay
Xui nên điều gặp gỡ
Nếu không là duyên số,
Nếu không là lứa đôi?

Sao nhìn nhau bối rối
Sao tiễn nhau dùng dằng
Sao người đi lối vắng
Sao người buồn dưới trăng?

Tay người ngắt chùm hoa,
Tay người vò nát lá
Người với với kẻ ở
Có điều gì bâng khuâng?

Ai bày dặt chiều nay
Xui nên điều gặp gỡ
Xin cầu trời điềm may
Hai người chung nỗi nhớ.",13-4-1998,https://www.thivien.net/V%C5%A9-Th%E1%BB%8B-Kh%C6%B0%C6%A1ng/Ai-b%C3%A0y-%C4%91%E1%BA%B7t-chi%E1%BB%81u-nay/poem-5ViX2c5TONFQJnr7KkpyLw
87,Ai buồn hơn ai?,"Ở bầu trời nào đó
ai thao thức đêm dài?
Ở một ô cửa sổ...
biết ai buồn hơn ai?

Ta mất mát cả hai
tình yêu còn ở lại
Dẫu được thua, tê tái ...
vẫn hạnh phúc đắng lòng!

Em chua chát và anh-
buồn dâng trong đáy mắt
Ngỡ ngàng giây gặp mặt...
mà lòng tắt lửa lòng!

Trong em là mùa đông
trong anh là hoang vắng
Trái tim giờ đắng lặng...
biết ai buồn hơn ai?",24 Nov 2009,https://www.thivien.net/V%C5%A9-Th%E1%BB%8B-Minh-Nguy%E1%BB%87t/Ai-bu%E1%BB%93n-h%C6%A1n-ai/poem-wuIz0YIr_f9RFC8jR2qWnw
88,Ai chờ ai mùa thu,"Nắng ngã vàng mong nhớ
Ai chờ ai mùa thu
Bên thềm hoa nở biếc
Áo chiều xa sương mù

Một lời sao chẳng ngỏ
Ngày muộn rồi qua mau
Mưa giăng mờ dốc phố
Trên môi ai giọt sầu

Khúc quanh nào khuất nẻo
Sông nước trôi niềm đau
Nhịp cầu suông bến vắng
Đêm lạnh gió ngang đầu

Đã bao mùa lá rụng
Trong tim người lãng du
Sao mùa xuân đến chậm
Cho buồn lá rừng thu","Đà Lạt, 9-5-1991.
Bài thơ trên đã được nhạc sĩ Hoàng Châu phổ nhạc

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Cao-Qu%E1%BA%A3ng-V%C4%83n/Ai-ch%E1%BB%9D-ai-m%C3%B9a-thu/poem-1EbqmZ89BXfz2sGXzcG_8w
89,Ai cười mà xinh thế,"ai cười mà xinh thế
cho lá úa quên tàn
trái sầu đương lơ lửng
bay lên trời
vỡ tan

ai cười mà xinh thế
mưa đứng sững lưng trời
nắng từ đâu bước lại
tựa vào mưa bồi hồi

ai cười mà xinh thế
cho trái đất yên bình
đến Đường Tăng cũng gật
ừ, xinh thật là xinh

ai cười mà xinh thế
lão chiến tranh cúi gằm
cô bé và cậu bé
bước tới trường tung tăng",(2000),https://www.thivien.net/Nguy%E1%BB%85n-Th%E1%BA%BF-Ho%C3%A0ng-Linh/Ai-c%C6%B0%E1%BB%9Di-m%C3%A0-xinh-th%E1%BA%BF/poem-JsXBDw73b9M2DOh9g0SNXA
90,Ai đón hạ,"Ai đi đón mùa hạ
Để nắng về xôn xao
Chim đùa trong kẽ lá
Gió thổi từ chiêm bao

Ai đi đón mùa hạ
Để sớm mai nắng hong
Chùm hoa sấu trắng xoá
Dường như cũng ửng hồng

Ai đi đón mùa hạ
Ve đầu mùa thử đàn
Nghe vọng từ xa quá
Tựa những lời ríu ran

Em đi đón mùa hạ
Anh có về cùng không
Đường quen mà ngỡ lạ
Mây vương từng bước chân",4/5/2009,https://www.thivien.net/Thu-Phong/Ai-%C4%91%C3%B3n-h%E1%BA%A1/poem-afFLrXZR-pcnB-M2ojGukw
91,Ai níu mùa xuân đấy,"Ai níu mùa xuân xuống
Cho tóc ta bồng bềnh
Lòng vẫn đầy khao khát
Tình yêu dường mưa xuân

Tình như thuở mười lăm
Áo ôm vòng eo nhỏ
Thanh khiết vai nõn lụa
Ta dám nào chạm tay

Tình như thuở xa xăm
Khi mắt em khép mở
Đôi môi hồng ngúng nguẩy
Nụ hôn như ngày đầu

Ta oà vỡ vào nhau
Thời gian còn đâu nữa
Đất trời ngưng nhịp thở
Chỉ có mình với nhau

Và… sương mai giăng đầy
Và… cỏ hoa ngập lối
Ta vươn mình uống vội
Giọt sương thơm đầu ngày.",,https://www.thivien.net/L%C3%AA-Th%E1%BB%8B-Kim/Ai-n%C3%ADu-m%C3%B9a-xu%C3%A2n-%C4%91%E1%BA%A5y/poem-mHKUylp0Ay4_lEHEyPiDHw
92,Ai về khuya,"Chợ trưa ai đợi mẹ
Bến khuya ai đợi đò
Sông trăng ai đợi bạn
Ngõ tre ai về khuya",,https://www.thivien.net/%C4%90%E1%BB%97-Qu%E1%BA%A3ng-H%C3%A0n/Ai-v%E1%BB%81-khuya/poem-Ryze7jz3QInxVqCI5EnYBg
93,Ám ảnh,"Người ấy đến rất say
từ cao trời bay xuống
một vầng trăng tròn đầy
ngôi sao nào sáng muộn

người ấy đến rất dại
từ sâu rừng chạy ra
một làn hương thơm ngát
tiếng hú nào hoang vu

người ấy đến rất nhớ
từ xa biển dạt về
một ngọn sóng mới vỡ
con thuyền nào khuất đi

người ấy đến rất thương
từ đất đen đứng dậy
một ngọn núi vô cùng
mùa xuân đang chín lại

người ấy đến rất thơ
cạn cùng tôi ly nữa
trong chuyếnh choáng trong mơ
tôi gọi: Hàn Mặc Tử",Thu 84,https://www.thivien.net/Nguy%E1%BB%85n-Thu%E1%BB%B5-Kha/%C3%81m-%E1%BA%A3nh/poem-cbnm6wwjWHryVa3JGYypuA
94,Ám ảnh,"Tôi giật mình đánh rơi
Con mèo con xuống giếng

Cái giếng sâu thăm thẳm
Cái giếng sâu kinh khủng
Cái giếng nước trong veo
Tôi cúi nhìn sáp mặt
Con mèo con trắng muốt
Con mèo con của tôi
Con mèo kêu meo meo
Gọ tay tôi quấn quýt
Gọ chân tôi quấn quýt
Con mèo lông dựng ngược
Con mèo đang nhìn tôi
Mắt trong xanh tận đáy
Nước trong xanh tận đáy
Con mèo đang gọi tôi
Bằng những bong bóng nước
Mà tay tôi cứng ngắt
Mà chân tôi cứng ngắt
Con mèo đang giãy giụa
Con mèo đang nhìn tôi
Còng queo còn mở mắt
Ngoẹo đầu còn mở mắt

Tôi giật mình hoảng hốt
Tôi giật mình khủng khiếp
Chao ôi là giấc mơ...",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/T%C3%B4-H%C3%A0/%C3%81m-%E1%BA%A3nh/poem-KW4MtfU0KfNqvVvvLIFv0A
95,Ám ảnh sông xưa,"Ôi, con sóng chết khô,
vật vờ trong bùn quánh!
Ôi, những tiếng gọi đò,
đầm đìa trong mưa quạnh!",,https://www.thivien.net/%C4%90%E1%BB%97-Qu%E1%BA%A3ng-H%C3%A0n/%C3%81m-%E1%BA%A3nh-s%C3%B4ng-x%C6%B0a/poem-J56x5YUFt2msQ9DpMTHETQ
96,Áng dương không biết sầu,"Áng dương không biết sầu
Nằm mãi ở trên cao
Tia nắng ấm khắp tràn
Sao chuyển thành hoàng hôn.

Em ơi sao tàn nhẫn
Nỡ xa rời vòng tay
Một thoáng như mây bay
Quên đi cả lối về.

Đợi em những đêm dài
Không một lời đối đáp
Chỉ nghe tiếng gió hát
Khát vọng đến đau thương.

Em ơi sao tàn ác
Ném mắt vào canh thâu
Ánh trăng không che nổi
Giữa mặt thung lũng sâu.","Nguồn: Lâu Văn Mua, Tôi bay vào mắt em (thơ), NXB Văn học, 2017",https://www.thivien.net/L%C3%A2u-V%C4%83n-Mua/%C3%81ng-d%C6%B0%C6%A1ng-kh%C3%B4ng-bi%E1%BA%BFt-s%E1%BA%A7u/poem-AQptKl9V4idQLzDuWi5CtA
97,Anh,"Cây bút gẫy trong tay
Cặn mực khô đáy lọ
Ánh điện tắt trong phòng
Anh về từ đường phố
Anh về từ trận gió
Anh về từ cơn mưa
Từ những ngày đã qua
Từ những ngày chưa tới
Từ lòng em nhức nhối...

Thôi đừng buồn nữa anh
Tấm rèm cửa màu xanh
Trang thơ còn viết dở
Tách nước nóng trên bàn
Và lòng em thương nhớ...

Ở ngoài kia trời gió
Ở ngoài kia trời mưa
Cây bàng đêm ngẩn ngơ
Nước qua đường chảy xiết
Tóc anh thì ướt đẫm
Lòng anh thì cô đơn
Anh cần chi nơi em
Sao mà anh chẳng nói

Anh, con đường xa ngái
Anh, bức vẽ không màu
Anh, nghìn nỗi lo âu
Anh, dòng thơ nổi gió...
Mà em người đời thường
Biết là anh có ở!","19-7-1973

[Thông tin 2 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/Anh/poem-7Scp0w3bpDrXSNX6a7QR2Q
98,Anh biết,"Không có anh để già
Làm sao em được trẻ
Muốn nếm được nồng nàn
Hãy yêu nhau này nhé!

Anh thấy anh đã già
Mắt chứa em trẻ mãi
Hôm qua gió quá đà
Xô sóng triều ngân nga…

Anh biết mình xưa cũ
Xa lắc như tinh cầu
Một mai… và bất chợt?
Rơi vào em ngây thơ!

Anh không già được nữa
Em vẫn trẻ bên đời
Trăm năm vòng tay ấm
Vạn lý bước tình đưa!

Đếm được tuổi anh già
Biết tuổi em thác đổ
Anh trượt xuống đời em
Đất trời bừng giác ngộ!

Đất hiến dâng tuổi trẻ
Trời buông thả tuổi già
Ôi mùa xuân bất tận
Hương sắc bừng trong ta!",,https://www.thivien.net/Nguy%E1%BB%85n-Minh-D%C5%A9ng/Anh-bi%E1%BA%BFt/poem-30dJ6CEvdrXcYmKVfrcTiw
99,Anh bốn mùa lập đông,"Buồn, thì buồn thiệt đó
Em à, có biết không
Vòm xanh chim dấu mỏ
Tiếng hót chờ rêu phong

Vâng, phiến buồn còn đó
Em nào biết phải không
Thản nhiên nhiều lá đổ
Héo úa chừng mênh mông

Ừ, nỗi buồn vậy đó
Em đừng vội bâng khuâng
Vết trầm kha tim đỏ
Rên siết khuya thì thầm

Biết buồn là mãi đó
Em đừng phai má hồng
Một mối tình nho nhỏ
Anh bốn mùa lập đông.",,https://www.thivien.net/Nguy%E1%BB%85n-Minh-D%C5%A9ng/Anh-b%E1%BB%91n-m%C3%B9a-l%E1%BA%ADp-%C4%91%C3%B4ng/poem-t2GeLvkT1ZIS5AibkaHFqg
